,GPA,Loan rate,Enrollment,Endowment,Graduation rate,SAT,Accept ratio,Tuition,Public/Private,Money_used,University_Tag,pc1,pc2,pc3,followers,tweets,following
49,4.0,0.890322581,1699,1718279.0,0.81,1402,0.2,50464,0,0,Grinnell,2.5859824500799378,-0.025920089002135844,-0.8228897362248629,"6,008","4,726
            ",561
50,3.9,0.912258065,2514,1704616.0,0.86,1410,0.37,50044,0,0,Smith,2.2497162761415743,-0.3918297289284767,-0.8234463573013645,18.1K,"16.7K
            ",180
51,3.6,0.942863917,17944,1649324.0,0.81,1303,0.29,52082,0,1,BU,1.1533898701945593,-0.5206838852766048,-0.4410135172038073,93.7K,"11.8K
            ",22.3K
52,3.6,0.9186428740000001,24212,1599010.5,0.36,1097,0.75,13570,1,0,VCU,-2.993464378855206,0.48070820501201766,-0.3200376906948842,"5,074","7,445
            ","1,603"
53,3.8,0.93646978,11504,1593317.5,0.76,1294,0.4,53518,0,0,GW ,1.3052449386270808,-0.5666862475155624,-0.6378787134477635,49.6K,"9,184
            ","1,793"
54,4.0,0.749235474,5508,1577993.5,0.87,1424,0.14,54318,0,1,TU,2.947739767043558,0.5788434330269532,-0.44011335790740724,41.8K,"23.8K
            ","5,483"
55,3.6,0.8341364840000001,22436,1521689.0,0.4,1204,0.71,9062,1,0,OU,-2.513102886894008,0.9703431914831618,-0.1481793258819122,158K,"12.3K
            ",494
56,4.0,0.656118825,34554,1508525.0,0.67,1272,0.46,6381,1,1,UF,-1.0167284569519999,2.9893480052484276,-1.0671677678394775,183K,"45.9K
            ",455
57,3.5,0.862807525,20833,1506580.5,0.36,1145,0.75,8690,1,0,NU,-2.970068489995017,0.5259879339141741,0.1377366353282255,10.4K,"9,896
            ",318
58,3.89,0.8564213559999999,7453,1506185.5,0.9,1416,0.17,52300,0,1,Ge,2.6262613987247616,0.10700795035621434,-0.7356757901841986,22.5K,"20.8K
            ","1,875"
59,3.6,0.897549094,19262,1487780.0,0.41,1145,0.93,10824,1,0,KU,-2.9638172119368056,0.2838645566013934,-0.29036706299806203,76.6K,"30.4K
            ",470
60,3.58,0.852135816,8891,1475097.5,0.63,1220,0.38,44760,0,0,TCU,0.4494270055638904,-0.6980972163952499,0.5428551984832652,146K,"12.1K
            ",13.3K
61,3.87,0.820143885,1830,1471879.5,0.88,1395,0.24,51148,0,1,W&L,2.5149068219632227,-0.11102212654925507,-0.3458267989212066,534,"770
            ",66
62,3.54,0.903946125,25898,1468475.0,0.44,1203,0.78,10716,1,0,MSU,-2.7283999560904397,0.6675381123773203,-0.46326837724322073,123K,"19.8K
            ",277
63,3.7,0.8826291079999999,6521,1444638.5,0.68,1330,0.49,52498,0,0,SMU,1.0867107863968846,-0.7482710056609841,-0.03328739002357613,"8,689","1,012
            ",473
64,3.8,0.680781759,1806,1366370.5,0.89,1505,0.15,51848,0,1,Bowdoin,3.0269447433733054,0.4852435209459582,0.22394968451857095,301,"204
            ",15
65,3.7,0.933625337,18374,1301581.5,0.71,1198,0.65,12830,1,0,UD,-1.49180013550214,0.547569579079956,-1.0760108556398744,85,"8
            ",3
66,3.6,0.9068706390000001,24476,1261176.0,0.51,1164,0.84,8575,1,0,SUI,-2.7347259325640167,0.5669888570110083,-0.6416560265631341,10.1K,"4,382
            ","9,906"
67,3.7,0.916921732,32563,1229867.5,0.44,1181,0.53,10780,1,0,Bama,-2.3439132023898157,1.3282969722993174,-1.0022180464511128,148K,"20.9K
            ",315
68,3.5,0.9108547459999999,6377,1195889.0,0.72,1346,0.26,52960,0,1,TU,1.3300670157039902,-0.9435191357239939,0.256899565147651,"4,480","4,638
            ","1,664"
69,3.8,0.96064257,5080,1187959.0,0.77,1338,0.26,50740,0,1,LU,1.7805841299148404,-0.6618576659046046,-0.66056667903095,35.7K,"11.5K
            ","2,831"
70,3.6,0.8732558140000001,25860,1180710.5,0.31,1165,0.76,11000,1,0,UC,-3.000000894805916,0.8156686694831239,-0.2624186309501934,88.7K,"41.4K
            ","1,251"
71,3.7,0.9435806309999999,15218,1161468.5,0.69,1195,0.52,46755,0,1,'Cuse,0.23898538500382954,-0.8207097920227193,-0.37775777715128955,75.3K,"29.1K
            ",789
72,3.64,0.911802192,14348,1156261.0,0.58,1239,0.4,43790,0,0,BU,0.23318959831450722,-0.5719201900191162,0.007425871312570427,93.8K,"16K
            ",360
73,3.88,0.889585947,4955,1154305.5,0.84,1380,0.3,51400,0,1,WFU,2.162175241808602,-0.3087062885476251,-0.7089847239966409,486,"574
            ",339
74,3.5,0.8610229979999999,29963,1152364.5,0.34,1134,0.63,10771,1,0,TTU,-3.052429980733153,0.9198432778875236,-0.06373654483288521,41.2K,"10.5K
            ",202
75,3.7,0.8848398390000001,22621,1130287.0,0.38,1143,0.91,11922,1,0,UK,-2.9366209634005105,0.5866870155453879,-0.5402869396379582,99.4K,"25K
            ","1,133"
76,3.9,0.818227467,22139,1103279.0,0.43,1214,0.77,12970,1,0,Chatt ,-2.023380876814072,1.3394948909523579,-0.852176419174548,170K,"22.9K
            ","1,191"
77,3.7,0.871927352,27846,1076480.5,0.47,1212,0.77,11531,1,0,CU,-2.4300675993834924,1.0700989308914628,-0.8324933073615784,421,"1,313
            ",138
78,3.5,0.162031439,1665,1076078.0,0.48,1117,0.33,25200,0,0,Berea,-0.06705053603894362,1.286402211311361,4.085054605358689,259,"868
            ",62
79,3.9,0.91691023,7454,1073191.5,0.66,1257,0.65,42166,0,0,SLU,0.5333286974624859,-0.6565828016860369,-0.6138252806536768,"3,172","335
            ",16
80,3.95,0.8479853479999999,2532,1050826.0,0.85,1383,0.16,52496,0,1,Middlebury,2.6357997326268894,-0.03747041528898431,-0.6242706922123709,"1,247","419
            ",127
81,3.55,0.75,23789,1049846.5,0.29,1130,0.76,9166,1,0,The U,-3.1379226174924075,1.010257956909501,0.487431020898147,108K,"29K
            ","2,236"
82,3.66,0.859842698,36168,1042817.0,0.59,1187,0.57,14372,1,1,Rutgers,-2.110938017212595,1.4389329052792952,-0.9922452346580188,333,"39
            ",5
83,3.86,0.8425741259999999,27951,1010859.5,0.63,1252,0.54,11818,1,1,Ge,-1.3284406162856024,1.6780561147606787,-1.308719093876428,103K,"14.1K
            ",488
84,3.9,0.8238557559999999,3406,997346.0,0.58,1295,0.37,39502,0,1,TU,1.0530684136920188,-0.1036237826202495,-0.02564615055903423,25.9K,"6,956
            ",718
85,3.7,0.8625277159999999,23847,991289.5,0.48,1264,0.46,9058,1,1,NCSU,-1.6657163308961969,1.3860009593146594,-0.7295802632326109,"2,518","649
            ",63
86,4.0,0.815631542,28472,977554.5,0.69,1315,0.48,10399,1,1,College Park,-0.7401099947931313,2.1867932265125853,-1.7013225833476142,91.5K,"11.5K
            ","1,335"
87,3.8,0.719054242,2424,955893.0,0.87,1405,0.27,55210,0,1,Vassar,2.489160572070243,-0.001273533709010196,0.17653281298427514,102,"300
            ",238
88,3.7,0.860137852,22548,923793.5,0.42,1154,0.63,9062,1,0,U of A,-2.3922833148895886,0.9839166519600012,-0.4748261419524349,44.6K,"13.5K
            ",124
89,3.4,0.832986905,24904,896802.5,0.41,1039,0.72,11391,1,0,Wazzu,-3.3278763907470643,0.3431609314936558,0.43640805341793737,"5,969","6,761
            ",208
90,3.9,0.943052392,3608,890932.5,0.83,1360,0.33,53582,0,1,Brandeis,2.096508493888479,-0.6215536766154295,-0.9208860209279784,349,"232
            ",89
91,4.0,0.865499573,10849,865986.0,0.7,1319,0.38,48484,0,1,The U,1.4784537760415704,0.05136538802121402,-0.8155721686744243,84.9K,"7,735
            ",591
92,3.5,0.8041967959999999,21093,862276.5,0.39,1118,0.75,8738,1,0,OK State,-2.98440679639467,0.6067235430455461,0.32001988911424833,193,"192
            ",135
93,3.7,0.858299595,2882,856953.0,0.85,1374,0.29,53980,0,1,Colgate,2.054865536537328,-0.6490171444588402,-0.1320440073730794,275,"440
            ",83
94,3.5,0.675084175,2714,847148.0,0.71,1229,0.51,42000,0,1,YU,0.5038805565156894,-0.6463415765373816,1.4252597382200085,"1,052","1,941
            ",170
95,3.97,0.90521327,1879,836638.5,0.89,1445,0.26,52770,0,0,Hamilton,2.7525282209039243,-0.23817054304650323,-1.0788456306300906,12.3K,"19.2K
            ","1,179"
96,3.88,0.9576271190000001,1381,825053.0,0.78,1346,0.4,50500,0,0,BMC,1.7779583456060417,-0.8243839036384574,-0.8164640533221496,361,"417
            ",84
97,3.4,0.906122449,26118,816833.0,0.42,1210,0.76,11374,1,0,Louisiana,-2.9258910536728004,0.4113944780098867,-0.19659942522621457,729,"4,976
            ",339
98,4.0,0.8402718779999999,6276,807457.5,0.85,1353,0.37,20287,1,1,College,0.6970508656137218,1.228147724837223,-1.4306881531518538,"2,570","179
            ",231
99,3.6,0.946202532,2895,801326.5,0.72,1357,0.28,53460,0,0,Oberlin,1.5332636112343228,-1.0729574132598565,-0.07913241359069902,"2,755","2,060
            ",91
100,3.59,0.92257361,3542,793247.5,0.76,1226,0.37,51992,0,1,Pepperdine,1.014533625771486,-1.3024786250509544,0.15263913698795703,14.5K,"7,311
            ",354
101,3.73,0.741590214,2971,790069.5,0.87,1425,0.18,52474,0,1,IWU,2.5146370469460253,-0.008771712353671654,0.19151696259701345,"1,686","434
            ",7
102,3.5,0.809320527,15827,779988.5,0.28,1159,0.73,11264,1,0,U of L,-2.876269856743508,0.46444548167483396,0.5273051751978198,124,"55
            ",18
103,3.6,0.916984925,30671,773333.0,0.44,1142,0.87,8420,1,0,ISU,-3.199283726087284,0.6759290058433061,-0.7783157114928893,28.2K,"5,248
            ",139
104,3.53,0.721655066,35871,768190.5,0.23,1154,0.59,11887,1,0,UH,-3.1878425024884947,1.6891609696619467,0.37836979951563937,193K,"17K
            ",558
105,3.42,0.804612821,34072,761295.5,0.42,1165,0.79,11644,1,0,U of A,-3.235773242407348,0.9491968304381293,0.023745187737213683,160K,"28.8K
            ",749
106,4.0,0.875338753,2105,760796.0,0.88,1400,0.23,52782,0,1,Carleton,2.692890061721922,-0.14057957003000068,-0.9463947738733266,114,"573
            ",39
107,3.6,0.946791862,2277,756640.5,0.79,1345,0.44,50440,0,0,DU,1.3251025016278866,-1.2561884725090016,-0.18266144019822025,438,"424
            ",175
108,3.5,0.949790795,3571,755889.5,0.84,1315,0.3,53986,0,0,Bucknell,1.4855405544372338,-1.3589191728763093,0.016569527103426778,"4,751","3,012
            ",209
109,3.5,0.9363636359999999,2550,755398.5,0.85,1294,0.28,50850,0,0,Lafayette,1.4431976767864119,-1.3241476249096908,0.11538998390080651,110,"81
            ",94
110,3.3,0.811498065,12847,752194.0,0.18,1055,0.69,13828,1,0,UoM,-3.487657016746983,-0.14037131862948624,1.3617725709060198,284K,"12.1K
            ","2,180"
111,3.6,0.9416683259999999,12410,751806.5,0.29,1251,0.55,40068,0,1,RIT,-0.7377977628434721,-0.8378483149032155,0.311768864824387,"1,749","1,853
            ",244
112,3.6,0.85971159,20049,738901.5,0.5,1119,0.78,11571,1,1,UO,-2.603194521250125,0.4360978031966527,-0.2669742749735319,140K,"11.6K
            ",10.9K
113,3.89,0.93902439,2146,731103.5,0.84,1358,0.37,52464,0,1,Macalester,2.0408004604574024,-0.7238548758140555,-0.8768325664270459,450,"2,148
            ",187
114,3.9,0.809688581,1879,728308.0,0.84,1363,0.19,53120,0,1,Colby,2.4736567680384667,-0.1238287923724994,-0.32145452918578465,"1,765","2,325
            ",288
115,4.0,0.815315315,1347,721488.5,0.86,1408,0.09,52825,0,1,CMC,2.9669860094992826,0.1798683770426537,-0.6360309671784002,"2,902","2,507
            ",74
116,4.0,0.9192917909999999,13473,711212.5,0.82,1435,0.29,49497,0,1,NE,2.1667127711660146,0.21651921620539058,-1.4430463664631632,190,"52
            ",8
117,3.85,0.803370787,2101,701655.0,0.82,1400,0.17,53238,0,1,CC,2.509086792886766,-0.08817712031542273,-0.21624213300998843,"1,823","3,552
            ",160
118,3.05,0.947916667,2941,701151.5,0.89,1375,0.38,50630,0,1,College,0.9716608076878226,-2.038058793759405,0.8794762698213385,117,"407
            ",81
119,3.8,0.958598726,2199,683949.5,0.78,1410,0.52,47940,0,0,MHC ,1.5777827989993163,-0.9042315516925452,-0.8038302755135607,"5,415","4,243
            ",161
120,3.5,0.833219878,5899,672702.5,0.39,1105,0.3,25697,0,1,HU,-0.7602877245275291,-0.7082303900979114,1.2703432862815769,"2,585","122K
            ","1,372"
121,3.9,0.72299169,1796,672213.0,0.9,1355,0.2,49949,0,1,DC,2.5447809330371873,0.15563665655393835,-0.03898172429255646,10.9K,"9,509
            ",742
122,3.5,0.8783555470000001,16440,664659.0,0.37,1080,0.63,40790,0,0,SJU,-1.4196370189430636,-1.0712762142743344,0.8327306435158449,"1,819","7,778
            ",325
123,3.5,0.967109867,12871,663806.5,0.67,1107,0.76,18067,1,1,UNH,-2.1045849359517117,-0.49725522486984564,-0.4802326371508573,"6,531","2,473
            ",75
124,3.7,0.937676583,13251,659319.0,0.68,1214,0.75,52002,0,1,DU,0.03415963612478251,-1.2047562272038144,-0.3926939512574177,"4,955","26.4K
            ","1,011"
125,3.9,0.979524073,6265,655731.0,0.61,1368,0.44,52305,0,1,RPI,1.3235710097328497,-0.6783347300553454,-0.9168473973564296,"4,813","10.7K
            ","3,936"
126,3.9,0.8815221659999999,22658,644308.5,0.47,1218,0.81,10968,1,1,AU,-2.1043041089218333,1.1031915366466063,-1.2449710846572308,114K,"7,260
            ",297
127,3.85,0.987315011,25556,640327.5,0.54,1275,0.68,12262,1,1,Carolina,-1.732937723759487,0.9898825387679187,-1.803534094828786,182K,"19.9K
            ","3,324"
128,3.59,0.88200313,9258,640201.5,0.74,1273,0.45,50601,0,1,FU,0.815270725202024,-0.9395733309259267,0.08504770764372549,"1,237","341
            ",63
129,4.0,0.9098075590000001,18599,634952.5,0.59,1275,0.51,14712,1,1,CU,-0.8462134735910823,1.3340377356673976,-1.6561584007690666,107K,"9,199
            ",733
130,3.8,0.935042735,2225,629177.5,0.78,1208,0.78,47838,0,0,DePauw,0.5211976237895067,-1.4573529773713052,-0.45011667029127733,346,"199
            ",93
131,3.6,0.82113393,42477,627889.0,0.49,1143,0.83,10792,1,1,Arizona,-3.229037662400539,1.4081142911609361,-0.7667509360387942,278K,"28K
            ","3,186"
132,3.64,0.919175911,2797,620564.0,0.78,1310,0.68,48348,0,0,FU,0.792420584106065,-1.366907889730502,-0.17182040826849224,"5,131","8,910
            ",116
133,3.7,0.8940355329999999,5754,620064.5,0.66,1249,0.53,48669,0,1,UoDS,0.6228787476480379,-1.0084273439769944,-0.0013621947008801863,43.9K,"12.1K
            ",328
